,tweet_created,tweet_id,full_text,cleaned_text,sentiment_confidence,sentiment,sentiment_encoded
9514,2015-08-06 20:22:07 -0700,6.294926901539471e+17,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",so trump buys politicians used bankruptcy to his advantage skirted laws for money and admitted to wanting single payer …,1.0,Negative,0
9515,2015-08-06 20:22:07 -0700,6.294926892942582e+17,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,i am really really really pissed off at fox news for what they did to gopdebate gopdebates :united_states:,0.6488,Negative,0
9516,2015-08-06 20:22:06 -0700,6.294926851710771e+17,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",and need to take control of this debate they can do it :united_states: gopdebate gopdebates,0.6548,Positive,4
9517,2015-08-06 20:22:04 -0700,6.294926786699305e+17,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",i lived here in florida for 8 years under jeb w bush and i swear no more gopdebates,1.0,Negative,0
9518,2015-08-06 20:22:04 -0700,6.294926783219057e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,1.0,Negative,0
9519,2015-08-06 20:21:59 -0700,6.294926555762524e+17,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",jeb stands by act of love comments and earned legal status boo noamnesty  gopdebates,0.65,Negative,0
9520,2015-08-06 20:21:54 -0700,6.294926364919767e+17,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,i need to order another green apple martini to process what the hell just happened :united_states: gopdebate gopdebates,0.6336,Neutral,2
9521,2015-08-06 20:21:53 -0700,6.294926323858145e+17,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",jeb stands by act of love comments and earned legal status boo noamnesty  gopdebates,0.7059,Negative,0
9522,2015-08-06 20:21:52 -0700,6.294926265306808e+17,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox is cherry picking the candidates jeb gets the softball questions :united_states: gopdebates gopdebates,1.0,Negative,0
9523,2015-08-06 20:21:52 -0700,6.294926255909806e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,0.6364,Negative,0
9524,2015-08-06 20:21:51 -0700,6.294926217113969e+17,RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…,did trump just admit to buying influence while at the same time declaring the need for campaign finance reform gopd…,0.336,Negative,0
9525,2015-08-06 20:21:47 -0700,6.294926048082698e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,0.6742,Negative,0
9526,2015-08-06 20:21:43 -0700,6.294925919947735e+17,"RT @jsc1835: No, Scott Walker, you didn't ""lash"" out at the protesters in Wisconsin... You just had them arrested.  #GOPDebates",no scott walker you did not lash out at the protesters in wisconsin you just had them arrested gopdebates,1.0,Negative,0
9527,2015-08-06 20:21:41 -0700,6.29492582846849e+17,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio :united_states: gopdebate g…,0.6928,Positive,4
9528,2015-08-06 20:21:41 -0700,6.294925806575739e+17,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,chris christie  you want to increase our military troops while the gop in congress vote against veterans gopdebates,0.6907,Negative,0
9529,2015-08-06 20:21:35 -0700,6.294925583982633e+17,"Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",jeb stands by act of love comments and earned legal status boo noamnesty  gopdebates,0.6798,Negative,0
9531,2015-08-06 20:21:29 -0700,6.294925314331976e+17,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",so trump buys politicians used bankruptcy to his advantage skirted laws for money and admitted to wanting single payer …,1.0,Negative,0
9532,2015-08-06 20:21:24 -0700,6.294925091613368e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,0.6341,Negative,0
9533,2015-08-06 20:21:24 -0700,6.294925082555146e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,1.0,Negative,0
9534,2015-08-06 20:21:22 -0700,6.294925023539405e+17,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,paging the donald you can not beat jamaica in soccer either gopdebates,0.7,Negative,0
9535,2015-08-06 20:21:19 -0700,6.294924901612298e+17,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,i am really really really pissed off at fox news for what they did to gopdebate gopdebates :united_states:,1.0,Negative,0
9536,2015-08-06 20:21:13 -0700,6.294924654442004e+17,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",senator cruz any word from god just spit out my tequila damn you megyn kelly it was the expensive kind gopdebates,0.6595,Negative,0
9537,2015-08-06 20:21:10 -0700,6.294924495518474e+17,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",so trump buys politicians used bankruptcy to his advantage skirted laws for money and admitted to wanting single payer …,1.0,Negative,0
9538,2015-08-06 20:21:08 -0700,6.294924450976727e+17,"RT @RaeMacRaeRae: When all your friends are comedians, following the #GOPDebates is the FUNNEST!",when all your friends are comedians following the gopdebates is the funnest,0.3548,Neutral,2
9539,2015-08-06 20:21:06 -0700,6.294924358365061e+17,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates :united_states:,1.0,Negative,0
9540,2015-08-06 20:21:06 -0700,6.294924350606582e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,0.3226,Neutral,2
9541,2015-08-06 20:21:03 -0700,6.294924232493875e+17,The #GOPDEBATES Made my Vagina Hurt!!!,the gopdebates made my vagina hurt,0.6566,Negative,0
9543,2015-08-06 20:20:59 -0700,6.294924055577887e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,1.0,Negative,0
9544,2015-08-06 20:20:58 -0700,6.294924023660872e+17,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",can you answer this very direct question i should be president so no gopdebates,0.6531,Negative,0
9545,2015-08-06 20:20:56 -0700,6.294923919640863e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,1.0,Negative,0
9546,2015-08-06 20:20:56 -0700,6.294923911085875e+17,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",so trump buys politicians used bankruptcy to his advantage skirted laws for money and admitted to wanting single payer …,1.0,Negative,0
9547,2015-08-06 20:20:46 -0700,6.294923509313372e+17,"RT @nolatab88: ""@SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to."" I agr…", this gopdebates makes me realize we have to raise the standards of who we let our kids listen to i agr…,0.6667,Negative,0
9548,2015-08-06 20:20:41 -0700,6.2949232827358e+17,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates,1.0,Negative,0
9549,2015-08-06 20:20:39 -0700,6.294923215878595e+17,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,i need to order another green apple martini to process what the hell just happened :united_states: gopdebate gopdebates,1.0,Negative,0
9550,2015-08-06 20:20:38 -0700,6.294923158290883e+17,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,twitterland has god spoken to you about the gopdebates what did she say,1.0,Neutral,2
9551,2015-08-06 20:20:34 -0700,6.294923020928778e+17,"@ChrisFranjola thank you for your courage, coverage &amp; sacrifice. You saved me from a dreadful evening. #GOPDebates",thank you for your courage coverage  sacrifice you saved me from a dreadful evening gopdebates,0.6364,Negative,0
9552,2015-08-06 20:20:30 -0700,6.294922822117212e+17,Congrats @FoxNews... the  #GOPDebates were harder to watch than the rape scene in IRREVERSIBLE.,congrats the gopdebates were harder to watch than the rape scene in irreversible,1.0,Negative,0
9553,2015-08-06 20:20:28 -0700,6.294922753037476e+17,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,i need to order another green apple martini to process what the hell just happened :united_states: gopdebate gopdebates,0.6629,Negative,0
9554,2015-08-06 20:20:18 -0700,6.294922353865523e+17,I'd rather have a boxing match &amp; let the winners advance. That'd be so much more entertaining than tailored questions. #GOPDebates,i would rather have a boxing match  let the winners advance that would be so much more entertaining than tailored questions gopdebates,1.0,Negative,0
9555,2015-08-06 20:20:16 -0700,6.294922241165722e+17,"RT @T0H0DAD: By far the most professional candidate is #TedCruz!
#GOPDebates",by far the most professional candidate is tedcruz gopdebates,1.0,Positive,4
9556,2015-08-06 20:20:16 -0700,6.294922229924905e+17,RT @s_soliz: This is making me even more depressed that Jon Stewart is leaving.... He needs to do debate special shows. #GOPDebates,this is making me even more depressed that jon stewart is leaving he needs to do debate special shows gopdebates,1.0,Negative,0
9557,2015-08-06 20:20:11 -0700,6.294922029185516e+17,"#GOPDebates Kasich knew the buzz words. Economic growth, unite our country, respect other voices. Carson was surprisingly eloquent.",gopdebates kasich knew the buzz words economic growth unite our country respect other voices carson was surprisingly eloquent,1.0,Positive,4
9558,2015-08-06 20:20:11 -0700,6.294922021676278e+17,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates,0.6593,Negative,0
9559,2015-08-06 20:20:10 -0700,6.294921993406669e+17,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,i need to order another green apple martini to process what the hell just happened :united_states: gopdebate gopdebates,0.3656,Neutral,2
9560,2015-08-06 20:20:03 -0700,6.294921723588608e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,0.6896,Negative,0
9561,2015-08-06 20:20:01 -0700,6.294921620785807e+17,"""@SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to."" I agree big time!!!", this gopdebates makes me realize we have to raise the standards of who we let our kids listen to i agree big time,1.0,Negative,0
9562,2015-08-06 20:20:01 -0700,6.294921618563154e+17,"RT @nonsequiteuse: If you don't want alcohol poisoning from the #GOPDebates, play #YouHateIDonate instead. Pick a cause &amp; when the GOP hate…",if you do not want alcohol poisoning from the gopdebates play youhateidonate instead pick a because  when the gop hate…,0.6279,Negative,0
9563,2015-08-06 20:19:59 -0700,6.294921530356613e+17,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",i lived here in florida for 8 years under jeb w bush and i swear no more gopdebates,1.0,Negative,0
9565,2015-08-06 20:19:45 -0700,6.294920942859305e+17,they didn't even ask about climate change. not one question. #GOPDebates,they did not even ask about climate change not one question gopdebates,1.0,Negative,0
9566,2015-08-06 20:19:43 -0700,6.294920869752996e+17,RT @tammy_pence: I became a #BenCarson fan tonight!!!  #GOPDebates,i became a bencarson fan tonight gopdebates,1.0,Positive,4
9567,2015-08-06 20:19:41 -0700,6.29492e+17,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america …,0.6517,Neutral,2
9568,2015-08-06 20:19:38 -0700,6.29492067723518e+17,"RT @Aroww333: There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&amp;-so"" #CanIGetAnA…",there is a time for attacks i guess but the real conversation should be on issues not i am better than soso canigetana…,0.6642,Negative,0
9569,2015-08-06 20:19:38 -0700,6.294920656305562e+17,Congratulating himself for at least coming off better than one other person in these fucking #GOPDebates? Yup,congratulating himself for at least coming off better than one other person in these fucking gopdebates yup,0.6552,Negative,0
9570,2015-08-06 20:19:35 -0700,6.294920544401695e+17,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates,0.698,Negative,0
9571,2015-08-06 20:19:34 -0700,6.294920503631667e+17,"RT @MeanProgress: America: What we are losing, Where may we end up?

http://t.co/psPFOspIVE

.@POTUS .@WhiteHouse .@FLOTUS #GOPDebates #Uni…",america what we are losing where may we end up     gopdebates uni…,0.3295,Neutral,2
9572,2015-08-06 20:19:33 -0700,6.294920439712276e+17,“Are We Being Punkd?” Twitter Has A Field Day With Round 1 Of The #GOPDebates http://t.co/AsrWUnT6cp,are we being punkd twitter has a field day with round 1 of the gopdebates ,0.3333,Neutral,2
9573,2015-08-06 20:19:29 -0700,6.29492029295358e+17,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",i would really like to see how long each candidate was given to speak it did not seem fair  balanced at all :united_states: gopdebat…,1.0,Negative,0
9574,2015-08-06 20:19:28 -0700,6.294920223998689e+17,"RT @cestMa1: Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates",sitting on a veranda in india reading debate comments on twitter i win gopdebates,0.6813,Neutral,2
9575,2015-08-06 20:19:26 -0700,6.294920143215247e+17,"I didn't watch the debate, but it's entertaining watching everyone tweet about how their preferred candidate won. #GOPDebates",i did not watch the debate but it is entertaining watching everyone tweet about how their preferred candidate won gopdebates,1.0,Neutral,2
9576,2015-08-06 20:19:24 -0700,6.294920080050135e+17,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,one of my favorite things about the gopdebates is how many of these candidates i have seen in person thanks  …,1.0,Positive,4
9577,2015-08-06 20:19:24 -0700,6.294920056059126e+17,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,why does not chris wallace ask the other politicans about their finances and where their money comes from :united_states: gopdebate …,0.6366,Negative,0
9578,2015-08-06 20:19:23 -0700,6.294920038149038e+17,RT @bobdebird: #GOPDebates ---&gt; Final @TheDailyShow Greatest transition ever. #JonVoyage,gopdebates  final greatest transition ever jonvoyage,0.6488,Neutral,2
9579,2015-08-06 20:19:21 -0700,6.294919938491679e+17,May I suggest turning down the audio on the #GOPDebates and listen to Queen - 'Live At Wembley Stadium' . http://t.co/l3yBnq5wkA,may i suggest turning down the audio on the gopdebates and listen to queen  live at wembley stadium  ,0.6739,Negative,0
9580,2015-08-06 20:19:20 -0700,6.294919895333396e+17,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,i need to order another green apple martini to process what the hell just happened :united_states: gopdebate gopdebates,1.0,Negative,0
9581,2015-08-06 20:19:17 -0700,6.294919796222157e+17,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,jeb bush reminds me of elevator music you hear it but you do not listen :united_states: gopdebate gopdebates,1.0,Negative,0
9582,2015-08-06 20:19:14 -0700,6.294919650175222e+17,"RT @angie_brill: .@CarlyFiorina how many lies can be fit into one response while calling .@HillaryClinton a liar? Sheep!

http://t.co/2Rhxu…", how many lies can be fit into one response while calling  a liar sheep …,1.0,Negative,0
9583,2015-08-06 20:19:12 -0700,6.294919580718653e+17,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat…,1.0,Negative,0
9584,2015-08-06 20:19:10 -0700,6.29491948236075e+17,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,jeb bush reminds me of elevator music you hear it but you do not listen :united_states: gopdebate gopdebates,1.0,Negative,0
9586,2015-08-06 20:19:07 -0700,6.294919349151293e+17,"RT @T0H0DAD: By far the most professional candidate is #TedCruz!
#GOPDebates",by far the most professional candidate is tedcruz gopdebates,1.0,Positive,4
9587,2015-08-06 20:19:04 -0700,6.294919249159086e+17,"RT @PuestoLoco: .@NewDay Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #ObviousAsHell http://t.co/bgzYsy…", cancel the primaries fox party set up  anointed their man jeb bush gopdebates obviousashell …,1.0,Negative,0
9588,2015-08-06 20:19:03 -0700,6.294919186788352e+17,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",i lived here in florida for 8 years under jeb w bush and i swear no more gopdebates,1.0,Negative,0
9589,2015-08-06 20:19:02 -0700,6.294919152647823e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,1.0,Negative,0
9590,2015-08-06 20:19:00 -0700,6.294919081846374e+17,"RT @MeanProgress: #GOPDebates .@FoxNews teams up with #Facebook? Poor #TCOT #CCOT sheep? Aren't you supposed to be boycotting? #p2 

http:/…",gopdebates  teams up with facebook poor tcot ccot sheep are not you supposed to be boycotting p2 http…,1.0,Negative,0
9591,2015-08-06 20:18:59 -0700,6.294919026105426e+17,So true. And a lot of people agree. Should have used @FoxNews #GOPDebates @realDonaldTrump  https://t.co/QLzSVI4Otm,so true and a lot of people agree should have used gopdebates ,1.0,Positive,4
9592,2015-08-06 20:18:59 -0700,6.294919006307615e+17,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",three best performance in the gopdebates in no order imho carly fiorina  ben carson  marco rubio,0.6611,Positive,4
9593,2015-08-06 20:18:59 -0700,6.294919003666473e+17,No he insulted her. And she's not MSNBC re goes the difference. Lol #Trump #GOPDebates  https://t.co/76yiYi3WwD,no he insulted her and she is not msnbc re goes the difference lol trump gopdebates ,0.6754,Neutral,2
9594,2015-08-06 20:18:56 -0700,6.294918914368266e+17,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates,1.0,Negative,0
9595,2015-08-06 20:18:53 -0700,6.294918789797437e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,1.0,Negative,0
9596,2015-08-06 20:18:52 -0700,6.29491872528896e+17,"I can barely stay awake watching this thing, but I don't want to miss the Rose Ceremony. #GOPdebates http://t.co/TYugQqYM0Q",i can barely stay awake watching this thing but i do not want to miss the rose ceremony gopdebates ,0.6627,Negative,0
9597,2015-08-06 20:18:50 -0700,6.294918646437642e+17,"RT @lynn_mistie: Lol, fun! Aghhh I'm pumped! This is a nerds favorite sport!! #GOPDebates",lol fun aghhh i am pumped this is a nerds favorite sport gopdebates,0.7093,Positive,4
9598,2015-08-06 20:18:49 -0700,6.29492e+17,RT @angie_brill: #GOPDebates .@FoxNews teams up with #Facebook? Poor #TCOT #TCOT sheep? Aren't you supposed to be boycotting? #p2 http://t.…,gopdebates  teams up with facebook poor tcot tcot sheep are not you supposed to be boycotting p2 …,0.6628,Negative,0
9599,2015-08-06 20:18:48 -0700,6.294918577776722e+17,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates :united_states:,1.0,Negative,0
9600,2015-08-06 20:18:48 -0700,6.294918550050939e+17,@jennybethm #MegynKelly #GOPDebates had a fave. #JebBush. #trump was ambushed. #FoxNews has changed for the worse #tcot,megynkelly gopdebates had a fave jebbush trump was ambushed foxnews has changed for the worse tcot,0.6632,Negative,0
9601,2015-08-06 20:18:44 -0700,6.294918407780475e+17,"RT @MeanProgress: #GOPDebates Not even being mean, the quality of production makes .@FoxNews look like a Public Access broadcast.

#UniteBI…",gopdebates not even being mean the quality of production makes  look like a public access broadcast unitebi…,1.0,Negative,0
9602,2015-08-06 20:18:43 -0700,6.294918344697897e+17,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,twitterland has god spoken to you about the gopdebates what did she say,0.6898,Neutral,2
9604,2015-08-06 20:18:41 -0700,6.294918256534938e+17,Donald Trump is an even bigger bully than Chris Christie. I'm astonished. #GOPDebates,donald trump is an even bigger bully than chris christie i am astonished gopdebates,1.0,Negative,0
9605,2015-08-06 20:18:40 -0700,6.294918240133448e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,0.6479,Negative,0
9606,2015-08-06 20:18:40 -0700,6.29491820913791e+17,"RT @Alasscan_: #GOPDebates - put all of those men on stage in one body and you still don't have one decent President. 
#IStandWithObama
#Hi…",gopdebates  put all of those men on stage in one body and you still do not have one decent president istandwithobama hi…,1.0,Negative,0
9607,2015-08-06 20:18:35 -0700,6.294917993425838e+17,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",senator cruz any word from god just spit out my tequila damn you megyn kelly it was the expensive kind gopdebates,0.6998,Negative,0
9608,2015-08-06 20:18:34 -0700,6.294917986336154e+17,"RT @angie_brill: #KochBrothers Hate .@realDonaldTrump? Never forget... YOU created all of this.

http://t.co/R5RRAXRFuo

#GOPDebates #FeelT…",kochbrothers hate  never forget you created all of this  gopdebates feelt…,0.6715,Negative,0
9609,2015-08-06 20:18:32 -0700,6.294917880892908e+17,Church and state. Then the #GOPDebates hmmmmm. http://t.co/7iTnBdmWp7,church and state then the gopdebates hmmmmm ,0.6778,Negative,0
9610,2015-08-06 20:18:27 -0700,6.294917687409582e+17,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates,1.0,Negative,0
9611,2015-08-06 20:18:24 -0700,6.294917552772833e+17,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio :united_states: gopdebate g…,0.3412,Positive,4
9612,2015-08-06 20:18:14 -0700,6.294917132124283e+17,#gopdebates.  Thank god the longest Saturday night live skit ever is finally over.  What a disaster.,gopdebates thank god the longest saturday night live skit ever is finally over what a disaster,1.0,Negative,0
9613,2015-08-06 20:18:13 -0700,6.294917091649372e+17,RT @SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,this gopdebates makes me realize we have to raise the standards of who we let our kids listen to,1.0,Negative,0
9614,2015-08-06 20:18:12 -0700,6.294917048028815e+17,I'm happy Carson was fast &amp; sure. He is relaxed sometimes.   #GOPDebates,i am happy carson was fast  sure he is relaxed sometimes gopdebates,1.0,Positive,4
9615,2015-08-06 20:18:11 -0700,6.294917025505075e+17,"RT @MeanProgress: .@tedcruz America won't move forward til we admit a problem with #RadicalChristianTerrorism

http://t.co/onOzzeWI2s

#Uni…", america will not move forward til we admit a problem with radicalchristianterrorism  uni…,0.3563,Positive,4
9616,2015-08-06 20:18:10 -0700,6.29491695579562e+17,RT @SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,this gopdebates makes me realize we have to raise the standards of who we let our kids listen to,1.0,Negative,0
9617,2015-08-06 20:18:03 -0700,6.294916656659784e+17,"Srsly America, if you give one of those guys the launch code to the nukes I live right under their flightpath, so *please* don't #gopdebates",srsly america if you give one of those guys the launch code to the nukes i live right under their flightpath so please do not gopdebates,0.6596,Negative,0
9618,2015-08-06 20:18:02 -0700,6.294916624571884e+17,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,chris christie  you want to increase our military troops while the gop in congress vote against veterans gopdebates,1.0,Negative,0
9619,2015-08-06 20:17:58 -0700,6.294916466697871e+17,"RT @Alasscan_: #GOPDebates - put all of those men on stage in one body and you still don't have one decent President. 
#IStandWithObama
#Hi…",gopdebates  put all of those men on stage in one body and you still do not have one decent president istandwithobama hi…,0.6552,Negative,0
9620,2015-08-06 20:17:51 -0700,6.294916179933757e+17,Yup! Bipartisan all the way! #Kasich #GOPDebates  https://t.co/PYfWM16Pcn,yup bipartisan all the way kasich gopdebates ,0.3298,Neutral,2
9621,2015-08-06 20:17:49 -0700,6.294916088958935e+17,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",it is very disappointing that fox news is not conducting a fair  balanced debate :united_states: gopdebate gopdebates,1.0,Negative,0
9622,2015-08-06 20:17:45 -0700,6.294915912757453e+17,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,fox news is obviously trying to influence the makeup of the republican field :united_states: gopdebate gopdebates,0.6304,Negative,0
9623,2015-08-06 20:17:42 -0700,6.294915811129508e+17,"#GOPDebates #TedCruz ""We need a fiscal, national, and social conservative.""",gopdebates tedcruz we need a fiscal national and social conservative,1.0,Positive,4
